epoch,train_loss,val_loss,mAP,train_cls_loss,train_box_loss,train_obj_loss,val_cls_loss,val_box_loss,val_obj_loss
0,0.1048364601276048,"tensor(0.0975, device='cuda:0')","tensor(0.2120, device='cuda:0')",0.9346409440040588,2.075536012649536,0.05143718793988228,0.4825493395328522,1.8744679689407349,0.03470628336071968
1,0.07031355287386652,"tensor(0.0893, device='cuda:0')","tensor(0.2545, device='cuda:0')",0.32621294260025024,1.6556286811828613,0.041948914527893066,0.2623233199119568,1.7733523845672607,0.030834078788757324
2,0.0613094564554665,"tensor(0.0869, device='cuda:0')","tensor(0.2948, device='cuda:0')",0.22944578528404236,1.5106227397918701,0.039383310824632645,0.2742844521999359,1.7384473085403442,0.029400914907455444
3,0.05316814022850903,"tensor(0.0954, device='cuda:0')","tensor(0.3330, device='cuda:0')",0.1427941620349884,1.3703932762145996,0.03694906085729599,0.23867416381835938,1.8438191413879395,0.0282371137291193
4,0.05092214231434114,"tensor(0.0891, device='cuda:0')","tensor(0.3131, device='cuda:0')",0.09644456207752228,1.3620718717575073,0.03813491761684418,0.28408828377723694,1.7849856615066528,0.03042728081345558
5,0.04690569518681835,"tensor(0.0888, device='cuda:0')","tensor(0.2910, device='cuda:0')",0.09867825359106064,1.25394868850708,0.03518904373049736,0.3336595594882965,1.7837090492248535,0.02840445376932621
6,0.046740464318324536,"tensor(0.0876, device='cuda:0')","tensor(0.3630, device='cuda:0')",0.18069986999034882,1.243185043334961,0.038101691752672195,0.18930083513259888,1.7488378286361694,0.029012341052293777
7,0.04163707436665016,"tensor(0.0885, device='cuda:0')","tensor(0.3589, device='cuda:0')",0.08657319098711014,1.1593223810195923,0.03437505289912224,0.3486393392086029,1.7705668210983276,0.02785644493997097
8,0.04040290104389629,"tensor(0.0874, device='cuda:0')","tensor(0.3489, device='cuda:0')",0.09892167150974274,1.126243233680725,0.03370920941233635,0.3100259602069855,1.7476038932800293,0.02763465978205204
9,0.03630002051153604,"tensor(0.0843, device='cuda:0')","tensor(0.3522, device='cuda:0')",0.04600471630692482,1.053498387336731,0.031141217797994614,0.24598774313926697,1.7161195278167725,0.024765504524111748
10,0.046049360939137196,"tensor(0.0888, device='cuda:0')","tensor(0.3194, device='cuda:0')",0.13764187693595886,1.2447954416275024,0.03338221460580826,0.19674699008464813,1.8425730466842651,0.028182636946439743
11,0.04492233832698891,"tensor(0.0888, device='cuda:0')","tensor(0.3151, device='cuda:0')",0.11467811465263367,1.2385247945785522,0.033727698028087616,0.29145190119743347,1.7772657871246338,0.02808448113501072
12,0.04095545837053043,"tensor(0.0872, device='cuda:0')","tensor(0.3568, device='cuda:0')",0.05668071284890175,1.1306135654449463,0.030381374061107635,0.17297759652137756,1.7016416788101196,0.027076702564954758
13,0.04274131732938044,"tensor(0.0853, device='cuda:0')","tensor(0.3725, device='cuda:0')",0.1118563637137413,1.1750102043151855,0.03157015144824982,0.19957520067691803,1.7152408361434937,0.025234682485461235
14,0.03577935843564132,"tensor(0.0834, device='cuda:0')","tensor(0.3860, device='cuda:0')",0.04303532838821411,1.0418848991394043,0.027614494785666466,0.18084336817264557,1.6865171194076538,0.024971621111035347
15,0.03371603847207392,"tensor(0.0827, device='cuda:0')","tensor(0.3441, device='cuda:0')",0.034073133021593094,0.9930576086044312,0.026828240603208542,0.18385303020477295,1.6691707372665405,0.025219064205884933
16,0.032208541599924076,"tensor(0.0776, device='cuda:0')","tensor(0.3671, device='cuda:0')",0.030503764748573303,0.9596543908119202,0.02576969750225544,0.1905464231967926,1.6599740982055664,0.024993622675538063
17,0.03235099653658621,"tensor(0.0850, device='cuda:0')","tensor(0.3842, device='cuda:0')",0.03880668058991432,0.9664759039878845,0.02654392458498478,0.21355539560317993,1.7235928773880005,0.024670278653502464
18,0.029900599866831565,"tensor(0.0821, device='cuda:0')","tensor(0.3696, device='cuda:0')",0.023095617070794106,0.9126420617103577,0.024200890213251114,0.1651962697505951,1.668415904045105,0.024604562669992447
19,0.02921467158012092,"tensor(0.0805, device='cuda:0')","tensor(0.3732, device='cuda:0')",0.01820283755660057,0.8810876607894897,0.023257890716195107,0.2949311435222626,1.633625864982605,0.02426094375550747
20,0.03017914776608129,"tensor(0.0766, device='cuda:0')","tensor(0.3620, device='cuda:0')",0.024776505306363106,0.8893734812736511,0.023229120299220085,0.2544662058353424,1.604675531387329,0.024804769083857536
21,0.028333987506544766,"tensor(0.0820, device='cuda:0')","tensor(0.3664, device='cuda:0')",0.029536867514252663,0.8579322099685669,0.023016590625047684,0.23252438008785248,1.6746172904968262,0.02455984801054001
22,0.02741416175986695,"tensor(0.0793, device='cuda:0')","tensor(0.3741, device='cuda:0')",0.073722705245018,0.8220356106758118,0.023513467982411385,0.2011135071516037,1.6432583332061768,0.023703353479504585
23,0.02717855415197418,"tensor(0.0872, device='cuda:0')","tensor(0.3561, device='cuda:0')",0.024167831987142563,0.8408985733985901,0.021813100203871727,0.2581002116203308,1.6986998319625854,0.02657981775701046
24,0.02730169676600353,"tensor(0.0831, device='cuda:0')","tensor(0.3586, device='cuda:0')",0.011865084059536457,0.8214955925941467,0.02109256200492382,0.21167339384555817,1.6777613162994385,0.02630459889769554
25,0.02651899983859895,"tensor(0.0822, device='cuda:0')","tensor(0.4119, device='cuda:0')",0.012304103001952171,0.8099026083946228,0.020198825746774673,0.25436925888061523,1.680576205253601,0.023628130555152893
26,0.0262407777036595,"tensor(0.0836, device='cuda:0')","tensor(0.3692, device='cuda:0')",0.019488122314214706,0.8076133728027344,0.021310508251190186,0.23259131610393524,1.6766095161437988,0.026488538831472397
27,0.025653152034946662,"tensor(0.0825, device='cuda:0')","tensor(0.3955, device='cuda:0')",0.010720496997237206,0.785916268825531,0.020313579589128494,0.3906934857368469,1.6519309282302856,0.02632709965109825
28,0.025195123374407345,"tensor(0.0806, device='cuda:0')","tensor(0.3789, device='cuda:0')",0.03311171382665634,0.7738646268844604,0.019746508449316025,0.19109152257442474,1.6562730073928833,0.02630956843495369
29,0.024466491948046228,"tensor(0.0842, device='cuda:0')","tensor(0.3952, device='cuda:0')",0.013118735514581203,0.7561692595481873,0.019306980073451996,0.20878799259662628,1.6965926885604858,0.0264102965593338
30,0.023987299810601947,"tensor(0.0824, device='cuda:0')","tensor(0.3926, device='cuda:0')",0.005460001993924379,0.7552186846733093,0.018198052421212196,0.22676242887973785,1.6681349277496338,0.02658671885728836
31,0.02398263819187003,"tensor(0.0831, device='cuda:0')","tensor(0.4074, device='cuda:0')",0.003937774803489447,0.7501648664474487,0.017873656004667282,0.21771739423274994,1.6753264665603638,0.025735653936862946
